Respondent_ID,Company_Size,Role,Region,Tech_Comfort,Sys_Integration_Issue,Manual_Error_Freq,RealTime_Insights,Maintenance_Cost_USD,Monthly_Orders,Avg_Sync_Latency_min,Insight_Delay_hours,Personalization_Level,Interest_In_DataSync,Budget_Willing_USD
39,Medium,CTO/Tech Lead,UAE,Low,No,Low,None,8958.0,2954,4.7,0.2,Hyper,No,10744.0
40,Medium,Founder/Owner,UAE,Medium,Yes,High,Available,15190.209045891039,18830,17.62299316546572,2.5664061893071843,Basic,Yes,7860.415028059521
41,Small,CTO/Tech Lead,UAE,Medium,No,High,Limited,18699.0,13491,2.8,3.6,Segmented,Yes,5013.0
42,Medium,CTO/Tech Lead,UAE,Medium,No,Low,Limited,16626.0,3308,1.0,1.8,Segmented,No,2828.0
43,Small,Founder/Owner,UAE,Medium,No,Medium,Limited,12142.0,7142,0.5,0.3,Segmented,Yes,2749.0
44,Large,CTO/Tech Lead,UAE,High,No,Medium,Limited,11536.0,4325,2.1,2.4,Segmented,Maybe,4211.0
45,Small,CTO/Tech Lead,UAE,Low,No,High,None,11422.0,4036,1.4,3.1,Basic,Maybe,3463.0
46,Medium,Ops Manager,India,Low,Yes,High,Available,12854.00303800874,15809,9.387949630201364,5.585707588492108,Segmented,Yes,3753.100747327293
47,Small,Ops Manager,GCC,Low,Yes,High,Available,35471.64964797108,4302,2.7999148019898805,2.1135109794294458,Segmented,Yes,5317.109767986584
48,Medium,Founder/Owner,GCC,High,Yes,High,Available,16340.919211774695,18854,19.599403613929166,3.7741267489811534,Basic,Yes,5744.249617092536
49,Medium,CTO/Tech Lead,India,High,No,Low,None,21739.0,6642,13.1,1.8,Basic,Yes,5276.0
50,Small,Ops Manager,UAE,Medium,Yes,Medium,Limited,34160.925371958496,19703,6.4233339575061965,4.981847308655123,Segmented,Maybe,4974.616535319313
51,Large,CTO/Tech Lead,UAE,Medium,No,High,Limited,19917.0,9594,10.6,2.6,Segmented,No,2970.0
52,Medium,Data/Analytics,GCC,Medium,Yes,High,None,15641.031408341225,864,9.387949630201364,3.3212315391034153,Basic,Yes,3935.416536579833
53,Large,Ops Manager,GCC,Low,Yes,Medium,None,21846.7960272543,16188,5.270427862569187,1.3586856296332153,Segmented,Yes,11738.532316588557
54,Large,Founder/Owner,India,High,Yes,Medium,None,18409.97122709392,2363,1.3176069656422968,0.1,Segmented,Yes,3422.3278153976844
55,Medium,Founder/Owner,UAE,Medium,No,Medium,None,9307.0,16999,2.5,0.6,Basic,Maybe,5893.0
56,Large,Ops Manager,UAE,Medium,Yes,High,Limited,21164.99677540062,7584,5.435128733274474,0.6038602798369846,Hyper,Yes,8299.275177903135
57,Small,Founder/Owner,UAE,Medium,Yes,Medium,None,11598.935843780131,8516,13.176069656422968,2.7173712592664305,Segmented,Yes,6024.234579158937
58,Small,Ops Manager,UAE,Low,Yes,Medium,Limited,29893.418626172304,2884,4.282222638337465,4.2270219588588915,Segmented,Maybe,15490.330808278331
59,Small,Data/Analytics,GCC,Low,Yes,High,None,15436.491632785122,15572,14.987779234181126,1.0567554897147229,Segmented,Yes,8225.046606564601
60,Small,Ops Manager,GCC,High,Yes,High,Limited,20146.472178753902,4435,7.411539181737919,12.681065876576676,Basic,Maybe,16082.857123349086
61,Small,CTO/Tech Lead,UAE,Low,Yes,High,None,20819.922868339985,13627,0.9882052242317225,0.1,Basic,Maybe,4621.705257551896
62,Small,Ops Manager,Other,Medium,No,Medium,Limited,12045.0,14982,21.2,4.4,Basic,Yes,3580.0
63,Large,CTO/Tech Lead,GCC,Low,Yes,Medium,Available,23505.377064416716,8242,4.941026121158613,4.377987028818138,Basic,Maybe,8331.83156884109
64,Small,CTO/Tech Lead,UAE,Medium,Yes,Medium,Limited,15372.485988733551,16665,3.294017414105742,2.1135109794294458,Basic,Yes,5615.3263089782395
65,Small,Data/Analytics,UAE,Medium,Yes,High,None,26339.713954265582,2990,7.082137440327345,0.3019301399184923,Hyper,Yes,14867.852613544657
66,Medium,CTO/Tech Lead,UAE,Medium,Yes,Medium,None,10850.348093785684,13824,0.8235043535264355,4.528952098777385,Segmented,Yes,7592.150366730783
67,Small,Data/Analytics,UAE,High,Yes,High,Available,19552.33283070998,18608,6.588034828211484,2.2644760493886924,Segmented,Maybe,3796.0751833653917
68,Large,Data/Analytics,UAE,Medium,Yes,Medium,Available,40372.255699049965,19651,4.611624379748038,12.530100806617432,Hyper,Yes,2685.251124562414
69,Small,Founder/Owner,UAE,Medium,Yes,High,Available,12458.837757342526,1637,3.458718284811029,3.472196609062661,Segmented,Maybe,6154.4601429107515
70,Large,Founder/Owner,UAE,Medium,Yes,Medium,Limited,14174.467303333517,3920,20.093506226045026,12.681065876576676,Basic,Yes,6121.903751972798
71,Medium,Founder/Owner,UAE,Medium,No,Medium,None,16409.0,6345,3.0,0.7,Basic,Yes,5750.0
72,Small,Founder/Owner,India,High,No,Low,Available,14355.0,4406,1.0,3.9,Segmented,Yes,9003.0
73,Small,Founder/Owner,UAE,High,No,High,Limited,15371.0,19837,2.5,2.9,Segmented,No,8430.0
74,Large,Ops Manager,GCC,Low,Yes,High,None,22606.51519360554,12913,16.634787941233995,6.038602798369846,Basic,Yes,4792.300746066772
75,Medium,Founder/Owner,UAE,Low,Yes,High,Limited,23961.7651350453,776,1.3176069656422968,1.0567554897147229,Segmented,Yes,3352.006010971704
76,Medium,CTO/Tech Lead,Other,Medium,Yes,High,Limited,28975.07677673674,18883,1.647008707052871,4.981847308655123,Basic,Yes,3453.5819506981197
77,Medium,Ops Manager,UAE,Medium,Yes,Medium,Limited,21899.670254949076,18111,0.5,3.170266469144169,Segmented,Yes,4427.669167561692
78,Small,Founder/Owner,UAE,Low,No,High,Limited,12131.0,6837,0.5,4.1,Segmented,No,4091.0
79,Small,Ops Manager,Other,Medium,Yes,High,Limited,24327.71044777493,12444,11.693761820075384,1.8115808395109536,Segmented,Maybe,7455.413524791378
80,Small,Founder/Owner,India,Medium,Yes,High,Limited,39746.11352898026,16406,8.729146147380217,9.963694617310246,Hyper,Maybe,4288.327814347251
81,Large,Founder/Owner,India,Medium,Yes,High,Limited,17627.989228029088,17579,2.964615672695168,0.4528952098777384,Segmented,Maybe,7362.95337452759
82,Medium,Ops Manager,UAE,High,No,Medium,None,9047.0,12806,4.8,4.9,Hyper,Yes,5890.0
83,Small,Ops Manager,UAE,Low,Yes,High,Limited,28945.856808800152,11003,3.294017414105742,8.906939127595523,Hyper,Maybe,6875.909766095804
84,Small,Data/Analytics,GCC,Low,Yes,Medium,None,17715.649131838847,19725,20.093506226045026,7.699218567921553,Segmented,Maybe,3639.804506863214
85,Small,Ops Manager,Other,High,Yes,Medium,Available,7794.774303845525,4708,22.56401928662433,3.3212315391034153,Segmented,Yes,8087.007508987678
86,Small,Ops Manager,GCC,Medium,Yes,High,Limited,26089.2570862377,12090,3.294017414105742,2.5664061893071843,Basic,Maybe,18119.584940427463
87,Medium,Founder/Owner,GCC,Medium,Yes,Medium,Available,15006.540676003924,11386,12.681967044307106,25.362131753153353,Basic,Yes,7237.936833325848
88,Medium,Founder/Owner,UAE,Medium,Yes,High,Available,17928.537469662548,13366,9.717351371611938,1.2077205596739693,Segmented,Yes,1462.4330809328765
89,Large,Ops Manager,India,Low,Yes,High,Limited,21229.00241945219,1588,2.4705130605793064,3.6231616790219072,Basic,Maybe,11902.616526915843
90,Medium,Ops Manager,UAE,High,Yes,High,None,20061.59512903334,3863,1.8117095777581582,4.981847308655123,Basic,Yes,4504.502250175263
91,Small,Data/Analytics,UAE,High,Yes,High,Available,24689.48147937076,524,4.117521767632177,5.434742518532861,Hyper,Yes,19869.816517251853
92,Medium,CTO/Tech Lead,UAE,Medium,Yes,High,Limited,15617.377148583037,10264,10.046753113022513,1.0567554897147229,Hyper,Yes,6783.449615832015
93,Medium,CTO/Tech Lead,GCC,Medium,Yes,Medium,None,22823.57781256304,10459,21.246412320982035,4.830882238695877,Segmented,Yes,2756.8751846259124
94,Medium,Ops Manager,UAE,Medium,No,Low,Available,12042.0,13435,5.8,5.1,Basic,Maybe,1750.0
95,Medium,CTO/Tech Lead,UAE,Medium,No,High,Limited,17953.0,8568,7.7,0.2,Basic,Yes,10613.0
96,Medium,Data/Analytics,GCC,Low,Yes,Medium,Limited,23776.70533811359,19119,6.093932216095623,11.020450107024969,Basic,Maybe,11126.472166955027
97,Medium,Data/Analytics,UAE,High,Yes,High,Limited,12787.214539867971,7795,11.858462690780671,0.15096506995924616,Basic,Yes,19479.139825996408
98,Medium,CTO/Tech Lead,GCC,Low,Yes,Medium,Available,28702.357075995267,8892,10.046753113022513,1.9625459094702,Basic,Yes,6435.7473606146705
99,Small,Ops Manager,UAE,High,Yes,Medium,Limited,15002.366394870127,11890,3.1293165434004546,0.1,Basic,Yes,6222.1774360616955
100,Small,Ops Manager,UAE,Medium,No,High,None,18457.0,8948,3.2,0.2,Hyper,Maybe,4059.0
101,Small,Founder/Owner,GCC,Low,Yes,High,Limited,21530.942088130247,10933,10.70555659584366,11.020450107024969,Segmented,Yes,4604.775934264159
102,Medium,Data/Analytics,UAE,Medium,No,Medium,Available,27869.0,15538,0.5,1.3,Basic,Maybe,4039.0
103,Small,CTO/Tech Lead,UAE,High,Yes,High,None,16999.064203870184,12028,10.870257466548948,2.5664061893071843,Basic,Maybe,7135.058637961914
104,Medium,Ops Manager,UAE,High,Yes,High,Available,16165.599404155178,16243,1.3176069656422968,1.0567554897147229,Segmented,Yes,4197.16991972098
105,Large,CTO/Tech Lead,UAE,High,No,Low,Limited,13256.0,9105,2.9,2.7,Basic,Yes,2133.0
106,Small,Data/Analytics,Other,Medium,No,Medium,Available,11834.0,2514,6.6,2.7,Hyper,Yes,5324.0
107,Medium,CTO/Tech Lead,UAE,Medium,No,Low,None,18398.0,1881,1.2,1.4,Basic,Yes,3187.0
108,Medium,Founder/Owner,India,High,No,High,Limited,6999.0,1598,1.1,1.2,Basic,Maybe,973.0
109,Small,Data/Analytics,UAE,Low,Yes,Medium,Limited,12195.85804591325,9601,3.458718284811029,9.812729547351,Basic,Yes,8437.31427548006
110,Small,Founder/Owner,GCC,Medium,No,Medium,Available,8716.0,687,9.0,1.5,Basic,Yes,2824.0
111,Small,CTO/Tech Lead,India,Low,Yes,Medium,Limited,27185.701597381983,12448,0.5,3.019301399184923,Segmented,Maybe,8910.033071899146
112,Small,Data/Analytics,GCC,High,No,High,None,26483.0,10707,9.3,1.0,Segmented,Maybe,6761.0
113,Large,Data/Analytics,UAE,High,Yes,Medium,None,17828.354722451393,2592,1.1529060949370096,6.944393218125322,Segmented,Maybe,7374.673675265253
114,Large,Ops Manager,UAE,Low,No,Medium,Limited,12487.0,19014,18.5,1.5,Basic,Yes,17127.0
115,Medium,Ops Manager,UAE,High,Yes,High,Limited,19116.816165750388,5742,20.4229079674556,3.3212315391034153,Segmented,Maybe,5973.446609295729
116,Large,CTO/Tech Lead,Other,High,Yes,High,Limited,29587.30467636045,9049,4.446923509042752,1.3586856296332153,Segmented,Maybe,5548.9112714648145
117,Large,Founder/Owner,India,Low,Yes,High,None,12827.565924161352,5685,4.776325250453326,19.92738923462049,Hyper,Yes,9009.004500350526
118,Small,CTO/Tech Lead,Other,Medium,No,High,Limited,14696.0,15771,2.6,1.0,Basic,Yes,4780.0
119,Large,Ops Manager,UAE,High,Yes,High,Limited,27458.421298123452,6276,6.588034828211484,6.642463078206831,Basic,Yes,11433.80449740931
120,Medium,Ops Manager,India,Low,Yes,High,Limited,22715.04650308429,12949,0.6588034828211484,2.5664061893071843,Segmented,Yes,3393.678191372285
121,Large,Ops Manager,Other,Medium,Yes,High,Limited,20053.246566765745,8323,0.5,1.0567554897147229,Segmented,Maybe,3422.3278153976844
122,Large,Ops Manager,UAE,Medium,Yes,High,Available,27743.66384226632,16217,0.5,7.2463233580438144,Basic,Yes,9386.658635230786
123,Small,Founder/Owner,UAE,High,No,Medium,Limited,4531.0,7855,2.4,1.2,Basic,Maybe,2745.0
124,Small,CTO/Tech Lead,India,High,Yes,High,Limited,24379.193248425105,6965,2.1411113191687323,9.05790419755477,Basic,Yes,8678.231568420915
125,Small,Founder/Owner,GCC,High,No,Low,None,10284.0,13237,3.9,7.4,Hyper,Maybe,5914.0
126,Medium,CTO/Tech Lead,India,Medium,Yes,High,Available,8938.527334506185,18381,32.11666978753098,8.906939127595523,Basic,Yes,4522.733829100516
127,Large,CTO/Tech Lead,UAE,High,Yes,High,Limited,22806.880688027846,13824,3.294017414105742,0.15096506995924616,Hyper,Yes,7689.819539544645
128,Large,Data/Analytics,India,High,No,Medium,Limited,23143.0,10850,3.4,4.6,Segmented,Maybe,2651.0
129,Small,CTO/Tech Lead,UAE,Medium,No,Low,Limited,12645.0,3055,2.1,1.6,Hyper,Yes,2981.0
130,Medium,Founder/Owner,UAE,High,Yes,High,Available,27213.53013827397,3451,12.352565302896533,9.359834337473261,Segmented,Yes,5684.345857766702
131,Medium,Founder/Owner,UAE,Low,Yes,High,Limited,35427.1239825439,18122,15.3171809755917,4.528952098777385,Basic,Maybe,6658.433074630274
132,Small,Ops Manager,India,Medium,No,Medium,Limited,22606.0,5227,8.4,5.4,Hyper,Yes,4222.0
133,Small,Ops Manager,GCC,Low,Yes,High,Limited,35822.289263210114,6186,24.211027993677202,3.170266469144169,Basic,Yes,7947.666155773237
134,Small,Founder/Owner,GCC,Low,No,High,Limited,17977.0,4201,0.5,2.3,Hyper,No,5968.0
135,Large,Founder/Owner,UAE,Low,No,High,Limited,13769.0,3280,7.3,0.5,Segmented,Maybe,10558.0
136,Small,Ops Manager,India,Medium,No,Medium,None,7039.0,18472,5.6,4.6,Basic,Maybe,4686.0
137,Medium,Founder/Owner,UAE,Medium,Yes,High,Limited,16846.007228964256,2868,1.647008707052871,2.4154411193479386,Segmented,Maybe,11630.44509867455
138,Medium,Ops Manager,India,High,No,Low,None,9535.0,16092,12.5,2.1,Hyper,Maybe,7788.0
139,Small,Ops Manager,UAE,Low,Yes,High,Limited,44298.862818909314,936,0.9882052242317225,6.944393218125322,Basic,Maybe,20152.405990593288
140,Large,Founder/Owner,UAE,Medium,Yes,Medium,Available,17326.04955935103,3328,7.576240052443206,4.076056888899646,Segmented,Yes,6006.003000233683
141,Large,Founder/Owner,UAE,Medium,Yes,Medium,Available,19528.678570951794,2056,1.647008707052871,1.0567554897147229,Segmented,Yes,5186.884204234771
142,Small,Data/Analytics,UAE,High,Yes,High,Limited,23177.000281891273,13864,3.788120026221603,4.076056888899646,Segmented,Yes,12002.89021100474
143,Medium,CTO/Tech Lead,India,Medium,No,Medium,None,13595.0,15561,5.1,1.6,Basic,Maybe,5959.0
144,Small,CTO/Tech Lead,GCC,Medium,No,High,Limited,26318.0,11076,3.3,1.9,Basic,Maybe,9329.0
145,Small,Ops Manager,UAE,High,No,Low,None,10414.0,17066,2.2,0.1,Basic,Yes,7033.0
146,Small,Data/Analytics,India,Medium,Yes,High,Limited,20093.597951059128,7690,2.6352139312845937,1.0567554897147229,Segmented,Yes,2232.0661627061
147,Medium,Data/Analytics,UAE,Low,Yes,Medium,Limited,13812.696271737688,6065,12.023163561485958,1.5096506995924615,Basic,Maybe,7724.980441757634
148,Medium,Ops Manager,GCC,Low,Yes,High,Available,10963.053684398232,15869,0.9882052242317225,5.585707588492108,Hyper,Yes,7477.551870629187
149,Small,CTO/Tech Lead,Other,High,No,High,Limited,10460.0,2089,2.2,0.1,Basic,Yes,5253.0
150,Small,Founder/Owner,GCC,Low,Yes,Medium,Limited,18315.354188061163,659,15.481881846296988,2.4154411193479386,Segmented,Yes,5990.375932583465
151,Large,Ops Manager,UAE,High,No,Low,Available,11252.0,12645,7.5,7.7,Basic,Yes,2217.0
152,Small,Ops Manager,Other,Medium,Yes,Medium,Available,14092.373107702155,15873,3.294017414105742,0.6038602798369846,Basic,Yes,9908.863145875563
153,Small,CTO/Tech Lead,GCC,High,Yes,High,Limited,10591.542663490207,7055,9.552650500906651,3.3212315391034153,Basic,Maybe,7715.8646522950075
154,Medium,Data/Analytics,UAE,High,No,Medium,Limited,12923.0,16737,6.9,4.6,Basic,No,8527.0
155,Large,Founder/Owner,UAE,High,Yes,Medium,None,10182.463112378,9703,14.493676622065266,12.982996016495168,Segmented,Maybe,2965.2360866288154
156,Small,CTO/Tech Lead,India,Medium,No,High,None,18106.0,8744,3.1,4.1,Hyper,Maybe,6333.0
157,Medium,Founder/Owner,GCC,High,No,Medium,Limited,13808.0,15243,0.9,3.8,Segmented,No,4371.0
158,Medium,CTO/Tech Lead,GCC,Medium,Yes,Medium,Limited,10377.262898621908,13833,1.976410448463445,8.001148707840045,Hyper,Maybe,6877.212021733322
159,Small,Founder/Owner,India,Medium,Yes,High,Limited,16425.796261495256,13841,2.305812189874019,2.7173712592664305,Hyper,Maybe,5724.715782529764
160,Medium,Founder/Owner,India,Medium,Yes,High,None,13759.822044042912,19191,5.929231345390336,7.397288428003062,Segmented,Yes,8399.548861992032
161,Small,Founder/Owner,UAE,High,No,High,Available,15179.0,1728,0.5,0.1,Segmented,Maybe,4530.0
162,Medium,Ops Manager,UAE,High,Yes,High,Limited,31777.410844559818,6090,6.588034828211484,11.775275456821198,Segmented,Maybe,3783.0526269902102
163,Medium,Ops Manager,UAE,High,Yes,High,None,8779.90465142186,6085,2.964615672695168,2.7173712592664305,Basic,Yes,6683.175931743119
164,Medium,Ops Manager,India,Medium,Yes,High,Limited,19464.672926900224,9727,2.305812189874019,3.6231616790219072,Segmented,Maybe,5750.7608952801265
165,Small,Data/Analytics,UAE,Medium,No,High,Limited,12531.0,6546,8.5,0.9,Basic,Yes,4714.0
166,Large,CTO/Tech Lead,GCC,High,Yes,Medium,Limited,24315.187604373536,12737,4.117521767632177,6.189567868329092,Segmented,Maybe,1299.6511262431084
167,Small,Founder/Owner,India,Low,No,Medium,Available,14549.0,16149,0.5,0.2,Segmented,Yes,6914.0
168,Small,Data/Analytics,India,Low,No,High,Limited,9889.0,5445,7.0,6.2,Basic,Yes,4199.0
169,Small,Founder/Owner,UAE,Medium,Yes,High,Limited,16361.790617443685,8427,0.5,8.001148707840045,Basic,Yes,3262.1503719829525
170,Medium,Data/Analytics,India,Medium,Yes,Medium,Available,13520.496592371825,13141,8.56444527667493,1.0567554897147229,Hyper,Maybe,10151.082694453939
171,Medium,Founder/Owner,UAE,Medium,No,Medium,Available,20546.0,16498,5.9,5.0,Segmented,Maybe,6756.0
172,Small,Data/Analytics,India,Low,Yes,High,None,18748.08799893156,13886,2.7999148019898805,6.944393218125322,Basic,Maybe,5434.312775363218
173,Medium,Founder/Owner,UAE,Low,No,High,Limited,28580.0,7516,7.0,3.0,Segmented,Maybe,2763.0
174,Small,Data/Analytics,UAE,Low,Yes,High,Limited,18142.817234530845,14527,4.776325250453326,2.1135109794294458,Segmented,Yes,6995.717284747473
175,Medium,CTO/Tech Lead,India,High,Yes,High,Limited,14001.930349803199,16420,4.117521767632177,1.5096506995924615,Segmented,Maybe,6806.890217307342
176,Small,Data/Analytics,UAE,Medium,No,Medium,None,7292.0,14252,0.5,0.8,Hyper,Yes,7802.0
177,Medium,Founder/Owner,UAE,Medium,Yes,Medium,Limited,9037.31865467274,18768,2.305812189874019,1.8115808395109536,Segmented,Yes,5126.980444908935
178,Small,Ops Manager,India,Medium,Yes,High,Limited,9863.82631916475,18693,17.62299316546572,10.56755489714723,Basic,Yes,11633.049609949587
179,Large,Data/Analytics,India,Low,Yes,Medium,None,20684.95444501385,3667,3.294017414105742,0.3019301399184923,Segmented,Yes,4884.76089633056
180,Small,CTO/Tech Lead,GCC,High,Yes,Medium,None,22784.617855314256,12489,5.270427862569187,8.001148707840045,Hyper,Yes,3266.057138895507
181,Small,Ops Manager,GCC,High,Yes,High,Available,9876.349162566143,14587,4.941026121158613,1.9625459094702,Basic,Maybe,3633.2932286756236
182,Small,Ops Manager,GCC,Low,Yes,Medium,None,26591.56224933806,2937,5.929231345390336,3.3212315391034153,Basic,Maybe,6203.945857136441
183,Large,CTO/Tech Lead,UAE,Medium,No,High,Limited,11012.0,15775,0.5,4.7,Basic,Maybe,4756.0
184,Large,Ops Manager,UAE,High,Yes,High,Limited,19713.738367883507,5776,2.964615672695168,9.812729547351,Segmented,Maybe,7540.0601412300575
185,Small,Ops Manager,UAE,High,No,Low,Available,25461.0,9359,5.1,1.3,Segmented,Maybe,4698.0
186,Medium,Data/Analytics,Other,Medium,Yes,Medium,Available,26611.042227962454,8318,1.482307836347584,2.8683363292256767,Segmented,Yes,10433.672167795376
187,Large,Founder/Owner,GCC,Medium,No,High,Limited,11999.0,5228,0.9,1.6,Hyper,Yes,4313.0
188,Medium,Founder/Owner,UAE,Low,Yes,High,Limited,13015.408575182264,19508,0.5,0.1,Segmented,Maybe,2358.38495954536
189,Medium,Data/Analytics,UAE,High,No,High,Limited,5649.0,6238,2.3,1.1,Basic,Yes,4626.0
190,Small,Data/Analytics,Other,Low,Yes,High,Limited,13942.098986885427,6293,14.16427488065469,2.7173712592664305,Basic,Yes,2346.6646588076965
191,Small,CTO/Tech Lead,UAE,High,Yes,High,None,17083.941253590747,5023,0.5,2.4154411193479386,Basic,Maybe,7330.396983589636
192,Large,Ops Manager,GCC,Medium,Yes,High,Available,12524.234828438695,6071,1.3176069656422968,5.736672658451353,Basic,Yes,10858.20750562629
193,Large,Founder/Owner,GCC,Medium,Yes,High,Limited,17637.729217341282,16709,2.4705130605793064,2.2644760493886924,Segmented,Yes,3909.37142382947
194,Medium,Founder/Owner,GCC,Medium,Yes,High,Available,19169.690393445162,15746,8.729146147380217,3.019301399184923,Hyper,Maybe,13008.231563168747
195,Small,CTO/Tech Lead,UAE,Low,Yes,High,None,16990.71564160259,10880,6.75273569891677,2.5664061893071843,Basic,Yes,9755.196980648421
196,Small,CTO/Tech Lead,India,Low,No,Low,Limited,10301.0,2724,2.2,4.0,Segmented,Maybe,8984.0
197,Medium,Ops Manager,Other,Low,Yes,High,None,19886.275321413825,8889,9.387949630201364,9.05790419755477,Segmented,Yes,7036.087209510536
198,Large,Founder/Owner,GCC,Low,Yes,High,Available,22183.52137204734,16427,6.258633086800909,3.472196609062661,Basic,Yes,3896.3488674542887
199,Large,Data/Analytics,GCC,High,Yes,High,Available,12017.755384204534,12184,14.987779234181126,7.095358288084569,Basic,Yes,9456.980439656767
